id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
68301096,2020/09/05 12:05 PM PDT,2020-09-05,2020-09-05 19:05:00 UTC,Pacific Time (US & Canada),129985,jellyturtle,John Powers,2021-01-19 00:14:36 UTC,2022-02-25 20:25:47 UTC,research,CC-BY,https://www.inaturalist.org/observations/68301096,https://inaturalist-open-data.s3.amazonaws.com/photos/110555235/medium.jpeg,,"",,1,0,false,,"Gunnison County, CO, USA",39.0471046669,-107.03821112,453,,,,453,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
86626214,Sun Jul 11 2021 13:11:15 GMT-0600 (MDT),2021-07-11,2021-07-11 19:11:15 UTC,Mountain Time (US & Canada),134479,rick_williams,Rick Williams,2021-07-11 21:07:13 UTC,2021-07-14 18:11:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86626214,https://inaturalist-open-data.s3.amazonaws.com/photos/142738717/medium.jpg,,"","",1,0,false,3,"Gunnison County, US-CO, US",38.9840115002,-107.0337936469,5,,,,5,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
86655666,Sun Jul 11 2021 13:12:03 GMT-0600 (MDT),2021-07-11,2021-07-11 19:12:03 UTC,Mountain Time (US & Canada),153596,rosemary_smith,Rosemary J. Smith,2021-07-12 00:45:50 UTC,2021-07-14 18:10:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86655666,https://inaturalist-open-data.s3.amazonaws.com/photos/142791549/medium.jpg,,"","",2,0,false,3,"Gunnison County, US-CO, US",38.9840775496,-107.033511093,5,,,,5,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
86765782,Sat Jul 03 2021 14:24:57 GMT-0600 (MDT),2021-07-03,2021-07-03 20:24:57 UTC,Mountain Time (US & Canada),2763421,valpalgal,,2021-07-12 20:13:27 UTC,2021-07-14 18:03:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/86765782,https://inaturalist-open-data.s3.amazonaws.com/photos/142991483/medium.jpg,,"","",2,0,false,3,"Grand Mesa National Forest, Carbondale, CO, US",38.99333,-107.0753028333,48,,,,48,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
87790293,2021/07/19 12:55 PM EDT,2021-07-19,2021-07-19 16:55:00 UTC,Eastern Time (US & Canada),2202166,lydiahagarwong,Lydia Wong,2021-07-20 00:05:52 UTC,2024-03-17 00:48:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/87790293,https://inaturalist-open-data.s3.amazonaws.com/photos/144777425/medium.jpg,,"","PXL_20210719_185555721.jpg
3598 msl",2,0,false,,"Avery5, Colorado, USA",38.97939399,-106.9788658,30,,,,30,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
88754231,Mon Jul 26 2021 13:29:25 GMT-0600 (MDT),2021-07-26,2021-07-26 19:29:25 UTC,Mountain Time (US & Canada),134479,rick_williams,Rick Williams,2021-07-26 23:16:19 UTC,2024-03-12 15:02:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/88754231,https://inaturalist-open-data.s3.amazonaws.com/photos/146479941/medium.jpg,,"","",1,0,false,3,"Gunnison County, US-CO, US",38.9810414566,-106.9718329423,5,,,,5,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
91474541,Mon Aug 16 2021 09:55:38 GMT-0600 (MDT),2021-08-16,2021-08-16 15:55:38 UTC,Mountain Time (US & Canada),1828782,bpogoloff,Bpogoloff,2021-08-17 00:13:39 UTC,2021-08-19 04:09:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91474541,https://inaturalist-open-data.s3.amazonaws.com/photos/151321621/medium.jpg,,"","",1,0,false,3,"Grand Mesa National Forest, Carbondale, CO, US",39.01528055,-107.0307695,16,,,,16,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
91710439,Wed Aug 18 2021 12:20:20 GMT-0600 (MDT),2021-08-18,2021-08-18 18:20:20 UTC,Mountain Time (US & Canada),1828782,bpogoloff,Bpogoloff,2021-08-19 04:11:43 UTC,2021-08-19 14:38:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/91710439,https://inaturalist-open-data.s3.amazonaws.com/photos/151744844/medium.jpg,,"","",1,0,false,3,"Grand Mesa National Forest, Carbondale, CO, US",38.9940083333,-107.0747695,400,,,,400,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
92432559,Tue Aug 24 2021 12:05:12 GMT-0600 (MDT),2021-08-24,2021-08-24 18:05:12 UTC,Mountain Time (US & Canada),78537,wpetry,Will Petry,2021-08-25 03:55:13 UTC,2021-08-25 16:34:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/92432559,https://inaturalist-open-data.s3.amazonaws.com/photos/153048080/medium.jpg,,"","",1,0,false,3,"Gunnison County, US-CO, US",39.0531701642,-107.0204067417,10,,,,10,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
93208154,Tue Aug 31 2021 12:48:42 GMT-0600 (MDT),2021-08-31,2021-08-31 18:48:42 UTC,Mountain Time (US & Canada),153596,rosemary_smith,Rosemary J. Smith,2021-08-31 23:44:34 UTC,2024-03-12 15:02:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/93208154,https://inaturalist-open-data.s3.amazonaws.com/photos/154449841/medium.jpg,,"","",2,0,false,3,"Grand Mesa National Forest, Crested Butte, CO, US",38.9903,-106.9785,10,,,,10,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
104384614,Tue Sep 07 2021 15:40:25 GMT-0600 (MDT),2021-09-07,2021-09-07 21:40:25 UTC,Mountain Time (US & Canada),1591514,janeeogilvie,"Jane Ogilvie, PhD",2022-01-05 03:12:53 UTC,2022-01-05 05:40:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104384614,https://inaturalist-open-data.s3.amazonaws.com/photos/174895019/medium.jpg,,"","",1,0,false,3,"White River National Forest, Carbondale, CO, US",39.0526778333,-107.0186778333,5,,,,5,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
126151436,2022-07-13 10:16:33,2022-07-13,2022-07-13 16:16:33 UTC,Mountain Time (US & Canada),601645,jackerfield,Jennifer Ackerfield,2022-07-14 02:07:03 UTC,2022-07-14 14:03:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/126151436,https://inaturalist-open-data.s3.amazonaws.com/photos/214012640/medium.jpeg,,"",,1,0,false,2,"Crested Butte, CO 81224, USA",38.9929111111,-107.0747805556,,,,,,,,false,gps,gps,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
126159955,2022-07-13 12:25:57-06:00,2022-07-13,2022-07-13 18:25:57 UTC,Mountain Time (US & Canada),277268,tom35,Tom Zeiner,2022-07-14 03:46:27 UTC,2022-07-14 13:58:46 UTC,research,,https://www.inaturalist.org/observations/126159955,https://inaturalist-open-data.s3.amazonaws.com/photos/214030347/medium.jpg,,"","",1,0,false,3,"Grand Mesa Uncompahgre and Gunnison National Forests, Carbondale, CO, US",39.0003166667,-107.0924388333,3,,,,3,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
127584556,2022-07-23 09:28:16-06:00,2022-07-23,2022-07-23 15:28:16 UTC,Mountain Time (US & Canada),134479,rick_williams,Rick Williams,2022-07-23 22:35:08 UTC,2024-03-12 15:02:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/127584556,https://inaturalist-open-data.s3.amazonaws.com/photos/216615851/medium.jpg,,"","",1,0,false,3,"Gunnison County, US-CO, US",38.9677236183,-106.9517522493,5,,,,5,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
127584674,2022-07-23 09:37:42-06:00,2022-07-23,2022-07-23 15:37:42 UTC,Mountain Time (US & Canada),134479,rick_williams,Rick Williams,2022-07-23 22:36:17 UTC,2024-03-12 15:02:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/127584674,https://inaturalist-open-data.s3.amazonaws.com/photos/216616172/medium.jpg,,"","",1,0,false,3,"Gunnison County, US-CO, US",38.9678060124,-106.9517022931,5,,,,5,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
128684614,2022/07/15 11:44 AM,2022-07-15,2022-07-15 17:44:00 UTC,Mountain Time (US & Canada),2202166,lydiahagarwong,Lydia Wong,2022-07-30 21:26:33 UTC,2024-03-17 00:48:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/128684614,https://inaturalist-open-data.s3.amazonaws.com/photos/218602387/medium.jpg,,"",PXL_20220715_174441670.jpg,1,0,false,,"Baldy6 3627.868 Co Rd 734, Crested Butte, CO 81224, USA",38.98199762,-107.0517273,30,,,,30,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
129319310,2022-08-03 10:20:09-06:00,2022-08-03,2022-08-03 16:20:09 UTC,Mountain Time (US & Canada),134479,rick_williams,Rick Williams,2022-08-03 19:53:49 UTC,2022-08-05 20:45:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/129319310,https://inaturalist-open-data.s3.amazonaws.com/photos/219749170/medium.jpg,,"","",1,0,false,3,"Gunnison County, US-CO, US",38.9856328955,-106.9769579732,5,,,,5,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
132012454,2022-08-22 10:36:47-06:00,2022-08-22,2022-08-22 16:36:47 UTC,Mountain Time (US & Canada),134479,rick_williams,Rick Williams,2022-08-23 14:40:13 UTC,2022-08-24 12:28:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132012454,https://inaturalist-open-data.s3.amazonaws.com/photos/224746387/medium.jpg,,"","",1,0,false,3,"Gunnison County, US-CO, US",39.014045829,-106.9848733396,10,,,,10,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
133107417,2022-08-31 12:06:56-06:00,2022-08-31,2022-08-31 18:06:56 UTC,Mountain Time (US & Canada),78537,wpetry,Will Petry,2022-08-31 18:07:57 UTC,2022-11-10 16:11:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133107417,https://inaturalist-open-data.s3.amazonaws.com/photos/226711262/medium.jpg,,"","",1,0,false,3,"Grand Mesa Uncompahgre and Gunnison National Forests, Crested Butte, CO, US",38.9870673744,-106.9704445639,4,,,,4,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
137102110,2022-08-03 11:02:09-06:00,2022-08-03,2022-08-03 17:02:09 UTC,Mountain Time (US & Canada),153596,rosemary_smith,Rosemary J. Smith,2022-10-01 02:30:28 UTC,2023-01-04 17:32:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137102110,https://inaturalist-open-data.s3.amazonaws.com/photos/234092695/medium.jpg,,"","",2,0,false,3,"Grand Mesa Uncompahgre and Gunnison National Forests, Crested Butte, CO, US",38.98365,-106.977805,4,,,,4,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
137102368,2022-08-22 10:58:03-06:00,2022-08-22,2022-08-22 16:58:03 UTC,Mountain Time (US & Canada),153596,rosemary_smith,Rosemary J. Smith,2022-10-01 02:34:04 UTC,2024-03-12 15:02:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137102368,https://inaturalist-open-data.s3.amazonaws.com/photos/234093337/medium.jpg,,"","",2,0,false,3,"Grand Mesa Uncompahgre and Gunnison National Forests, Crested Butte, CO, US",39.0125361167,-106.9803466667,12,,,,12,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
155245288,2021/08/29 12:59 PM,2021-08-29,2021-08-29 18:59:00 UTC,Mountain Time (US & Canada),129985,jellyturtle,John Powers,2023-04-16 23:26:36 UTC,2023-04-29 17:41:54 UTC,research,CC-BY,https://www.inaturalist.org/observations/155245288,https://inaturalist-open-data.s3.amazonaws.com/photos/268313915/medium.jpg,,"",,1,0,false,,"Gunnison County, CO, USA",38.981129,-106.9691689722,,,,,,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
170429383,2023/06/30 10:51 AM,2023-06-30,2023-06-30 16:51:00 UTC,Mountain Time (US & Canada),3473728,mlangemeier,Matt Langemeier,2023-07-01 12:05:04 UTC,2023-07-15 23:27:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/170429383,https://inaturalist-open-data.s3.amazonaws.com/photos/295597365/medium.jpeg,,"",,1,0,false,,"Colorado, US",38.8225231896,-105.8632517332,,,,,28181,obscured,,true,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
171830743,2023-07-08 08:26:30-06:00,2023-07-08,2023-07-08 14:26:30 UTC,Mountain Time (US & Canada),134479,rick_williams,Rick Williams,2023-07-08 21:25:21 UTC,2023-07-16 23:53:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/171830743,https://inaturalist-open-data.s3.amazonaws.com/photos/298210581/medium.jpg,,"","",1,0,false,3,"Gunnison County, US-CO, US",38.9837135235,-107.0312573669,5,,,,5,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
172949376,2023/07/14 2:03 PM,2023-07-14,2023-07-14 20:03:00 UTC,Mountain Time (US & Canada),3067284,scottysmith,Scott F Smith,2023-07-15 02:47:15 UTC,2023-07-15 12:59:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/172949376,https://inaturalist-open-data.s3.amazonaws.com/photos/300298376/medium.jpeg,,"",,1,0,false,,"Park County, CO, USA",38.9794615621,-105.9936103683,79,,,,79,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
174184859,2023-07-21 11:29:29-06:00,2023-07-21,2023-07-21 17:29:29 UTC,Mountain Time (US & Canada),920775,frwildflowers,FrontRangeWildflowers,2023-07-21 23:42:03 UTC,2023-07-22 11:50:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/174184859,https://inaturalist-open-data.s3.amazonaws.com/photos/302604777/medium.jpeg,,"","",1,0,false,3,"Colorado, US",38.9216884759,-105.8370326512,10,,,,28181,obscured,,true,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
174185095,2023-07-21 11:44:47-06:00,2023-07-21,2023-07-21 17:44:47 UTC,Mountain Time (US & Canada),920775,frwildflowers,FrontRangeWildflowers,2023-07-21 23:43:15 UTC,2023-07-31 14:37:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/174185095,https://inaturalist-open-data.s3.amazonaws.com/photos/302616509/medium.jpeg,,"","",1,0,false,3,"Colorado, US",38.9378451091,-105.9279794245,9,,,,28181,obscured,,true,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
176597548,2023-08-03 13:34:07-06:00,2023-08-03,2023-08-03 19:34:07 UTC,Mountain Time (US & Canada),1828782,bpogoloff,Bpogoloff,2023-08-04 14:11:17 UTC,2023-08-06 16:31:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/176597548,https://inaturalist-open-data.s3.amazonaws.com/photos/307233256/medium.jpg,,"","",1,0,false,3,"Grand Mesa Uncompahgre and Gunnison National Forests, Carbondale, CO, US",38.9935916667,-107.075325,27,,,,27,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
176959445,2023-08-05 13:10:27-06:00,2023-08-05,2023-08-05 19:10:27 UTC,Mountain Time (US & Canada),2082687,dkairns,,2023-08-06 13:31:15 UTC,2024-03-12 15:02:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/176959445,https://inaturalist-open-data.s3.amazonaws.com/photos/307714715/medium.jpg,,"","",2,0,false,3,"Gunnison County, US-CO, US",39.0368324813,-107.0348462627,4,,,,4,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
177374437,2023/08/02 1:56 PM,2023-08-02,2023-08-02 19:56:00 UTC,Mountain Time (US & Canada),6714985,hwilsonannah,,2023-08-08 17:42:25 UTC,2023-08-27 21:57:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/177374437,https://inaturalist-open-data.s3.amazonaws.com/photos/308465828/medium.jpg,,"",,1,0,false,,"Gunnison County, CO, USA",38.9910555556,-107.0721055556,89,,,,89,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
179288465,2023-08-19 12:09:32-06:00,2023-08-19,2023-08-19 18:09:32 UTC,Mountain Time (US & Canada),5423547,mugiwara_kris,"",2023-08-20 05:34:30 UTC,2023-08-20 05:34:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/179288465,https://inaturalist-open-data.s3.amazonaws.com/photos/312115777/medium.jpg,,"","",0,0,false,3,"Saguache County, US-CO, US",38.1483607966,-106.6313948341,4,,,,28300,obscured,,true,,,"",Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
180004446,2023/08/19 12:15 PM,2023-08-19,2023-08-19 18:15:00 UTC,Mountain Time (US & Canada),2073829,aklee,aaron lee,2023-08-24 18:06:30 UTC,2023-08-24 18:06:30 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/180004446,https://inaturalist-open-data.s3.amazonaws.com/photos/313475396/medium.jpeg,,"",,0,0,false,,"Saguache County, CO, USA",38.1824972222,-106.6618277778,,,,,,,,false,,,Eriogonum coloradense,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
180863228,2023-08-29 09:55:02-06:00,2023-08-29,2023-08-29 15:55:02 UTC,Mountain Time (US & Canada),78537,wpetry,Will Petry,2023-08-30 02:37:44 UTC,2023-10-20 17:18:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/180863228,https://inaturalist-open-data.s3.amazonaws.com/photos/315124008/medium.jpg,,"","",1,0,false,3,"Gunnison County, US-CO, US",39.0532826493,-107.0203530976,7,,,,7,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
181631081,2023/08/19 12:24 PM,2023-08-19,2023-08-19 18:24:00 UTC,Mountain Time (US & Canada),1093519,drabadude,LoraineYeatts,2023-09-03 20:49:41 UTC,2023-09-03 20:49:41 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/181631081,https://inaturalist-open-data.s3.amazonaws.com/photos/316525781/medium.jpeg,,"",,0,0,false,,"Saguache County, CO, USA",38.1824722222,-106.6617805556,4,,,,4,,,false,,,Eriogonum coloradense,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
181751008,2023/08/19 12:13 PM,2023-08-19,2023-08-19 18:13:00 UTC,Mountain Time (US & Canada),228090,zharkikh,Andrey Zharkikh,2023-09-04 15:34:14 UTC,2023-09-08 02:21:16 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/181751008,https://inaturalist-open-data.s3.amazonaws.com/photos/316761951/medium.jpg,,"",,0,0,false,,"Saguache County, CO, USA",38.18248,-106.66178,,,,,,,,false,,,Eriogonum coloradense,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
189191029,2023-09-10 11:41:54-06:00,2023-09-10,2023-09-10 17:41:54 UTC,Mountain Time (US & Canada),1282975,kalvaraceae,Karla Alvarado,2023-10-28 04:41:01 UTC,2023-12-20 03:38:38 UTC,research,,https://www.inaturalist.org/observations/189191029,https://static.inaturalist.org/photos/331348592/medium.jpg,,"","",2,0,false,3,"Grand Mesa Uncompahgre and Gunnison National Forests, Carbondale, CO, US",39.01531945,-107.0306083333,8,,,,8,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
192213740,2021-08-16 12:18:07-04:00,2021-08-16,2021-08-16 16:18:07 UTC,Mountain Time (US & Canada),1217766,alex_wells,Alex,2023-11-26 15:59:14 UTC,2024-03-12 15:02:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/192213740,https://inaturalist-open-data.s3.amazonaws.com/photos/337380287/medium.jpg,,"","",1,0,false,3,"White River National Forest, Snowmass, CO, US",39.1651916667,-107.073075,5,,,,5,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
192222289,2023/07/11 12:45 PM,2023-07-11,2023-07-11 18:45:00 UTC,Mountain Time (US & Canada),3473728,mlangemeier,Matt Langemeier,2023-11-26 17:12:53 UTC,2023-11-26 17:12:53 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/192222289,https://inaturalist-open-data.s3.amazonaws.com/photos/337396390/medium.jpeg,,"",,0,0,false,,"Colorado, US",38.8986337361,-105.9489742137,,,,,28181,obscured,,true,,,Eriogonum coloradense,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
194920501,2023/08/19 10:07 AM,2023-08-19,2023-08-19 16:07:00 UTC,Mountain Time (US & Canada),155822,jdjohnson,Janel Johnson,2023-12-26 20:59:04 UTC,2023-12-26 20:59:04 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/194920501,https://inaturalist-open-data.s3.amazonaws.com/photos/342766233/medium.jpeg,,Eriogonum coloradense,,0,0,false,,"Saguache County, CO, USA",38.1347222222,-106.4772222222,,,,,,,,false,,,Eriogonum coloradense,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
194920518,2023/08/19 11:35 AM,2023-08-19,2023-08-19 17:35:00 UTC,Mountain Time (US & Canada),155822,jdjohnson,Janel Johnson,2023-12-26 20:59:08 UTC,2023-12-26 20:59:08 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/194920518,https://inaturalist-open-data.s3.amazonaws.com/photos/342766348/medium.jpeg,,Eriogonum coloradense,,0,0,false,,"Saguache County, CO, USA",38.1799683333,-106.7033783333,,,,,,,,false,,,Eriogonum coloradense,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
195438009,2022/06/17 5:58 AM,2022-06-17,2022-06-17 11:58:00 UTC,Mountain Time (US & Canada),129985,jellyturtle,John Powers,2024-01-01 05:00:20 UTC,2024-01-09 16:41:11 UTC,research,CC-BY,https://www.inaturalist.org/observations/195438009,https://inaturalist-open-data.s3.amazonaws.com/photos/343822068/medium.jpg,,"",,1,0,false,,"Gunnison, Colorado, United States",38.983428,-106.9778369722,,,,,,,,false,,,Colorado Buckwheat,Eriogonum coloradense,Colorado Buckwheat,Plantae,162593
